rep,estimate_log_scale
1,0.131737452759782
2,0.076195104552935
3,-0.0286556856857132
4,-0.0090267830240267
5,-0.0248324252955427
6,-0.0285633969348384
7,0.0888458993224314
8,-0.082207189472621
9,-0.1122470865380693
10,-0.0209607067272186
11,-0.1097102233736221
12,0.1231187918279085
13,-0.0944997053343448
14,0.1572078709354875
15,0.0306321255347383
16,0.0374324952086567
17,0.0011725666407677
18,-0.0461734881504563
19,-0.1626966702354748
20,-0.0197710679057404
21,-0.0481122398713074
22,0.0458870932487828
23,0.1169869219091211
24,-0.005731451487649
25,-0.1182407302690985
26,-0.0740354250558456
27,-0.1317422992370906
28,-0.0549168253954785
29,-0.0354904817864521
30,0.0462334099951908
31,0.0785746991159423
32,-0.0142537419724843
33,0.0655758310863005
34,-0.1333773413855871
35,-0.028094360044009
36,-0.1221824575527425
37,0.0807090370539737
38,-0.0085125580249927
39,-0.0757314896595053
40,0.1716343209707607
41,0.0661885739709404
42,-0.0733364726691429
43,-0.0124033671778719
44,-0.0363043030227953
45,-0.0552968415615655
46,-0.0880810756611411
47,-0.0196527184851228
48,0.0389551982777148
49,0.0631185864231098
50,-0.0225021937808268
51,0.0750427328652519
52,-0.0794241567118914
53,0.1718441722265107
54,-0.0411666237854645
55,0.1248030291301504
56,-0.1151899379496367
57,0.0608617357695541
58,-0.0035423366725248
59,-0.0099206484359118
60,0.0532218619424623
61,0.0409251981702201
62,-0.007540588731698
63,-0.0060240931194846
64,0.0885036868135765
65,-0.1117941555478274
66,-0.1258167850861885
67,-0.0340508806140191
68,0.1071202720483207
69,-0.0066581596516304
70,0.0926111205744422
71,0.0140154752332619
72,0.1776982192078591
73,0.0111079349111867
74,0.110136910169423
75,-0.0818196555276515
76,-0.0999515785506465
77,-0.1550248062700447
78,-0.0825930832272414
79,0.0341144308236641
80,-0.132334547134961
81,-0.0079601369404624
82,0.1012644716611795
83,0.0640021702551636
84,-0.1099009752920201
85,0.045334235433826
86,-0.0547076375871449
87,0.0005025165413954
88,0.0024415821995807
89,0.1120182027665252
90,-0.0255313283378081
91,0.0454888469120147
92,-0.024336396310332
93,-0.1191238017607827
94,-0.1385351534345529
95,-0.1223371545350026
96,0.1334425244022941
97,0.1926706628560301
98,-0.0429896406269924
99,0.0280677689280686
100,0.1150619284437811
101,-0.008193952611564
102,-0.0436695830034443
103,0.0153438051876098
104,0.0733551981182935
105,0.1459708277591767
106,0.1185140655864528
107,0.067899825697405
108,0.0597959803189261
109,0.0126885699952605
110,-0.0753946867500237
111,0.0067634124199765
112,0.0961493701325926
113,0.0001807682163897
114,-0.0824987613306741
115,-0.0723965499678166
116,-0.1085649373629473
117,0.0896668165828062
118,-0.0738222683681558
119,0.0059335789301725
120,-0.0552664318264013
121,0.0392419567220675
122,0.1195658815704399
123,-0.0140431166527813
124,0.0613112595119167
125,0.1399692279488528
126,-0.157362124878321
127,-0.0206674850607366
128,-0.0467096549624215
129,0.1052784277258923
130,0.1101002481147849
131,-0.0310817648225991
132,-0.1197899092787129
133,0.1497183566012851
134,0.0505165583702239
135,0.0024966612491214
136,0.116852083045321
137,0.0306175538380222
138,0.050054380278863
139,0.0462752733983066
140,0.0071935290702719
141,-0.0029061638615884
142,0.0488112243080801
143,0.082652093388591
144,0.0614116173662933
145,0.0619863263704349
146,0.1663373772781233
147,0.2216604288586768
148,-0.2672996034336122
149,-0.0283522710860725
150,-0.0636454842135602
151,-0.1760836463757855
152,0.0420883856386674
153,-0.0739750395068016
154,-0.0951815954367211
155,0.1346797179638746
156,0.0951786964927976
157,-0.0364751607817738
158,0.009518967909818
159,-0.0207735675811874
160,-0.0341689732275838
161,-0.1163565623033942
162,-0.0417334794464002
163,-0.1533965576172813
164,-0.1223658614091073
165,-0.1051626568592982
166,0.0793581343245361
167,-0.1432529106097251
168,0.0984814474449465
169,0.0750599946348184
170,-0.0928349214978272
171,-0.1130520421770078
172,0.0361570502044892
173,-0.0814751135134883
174,-0.0513932217537345
175,-0.0106272169843451
176,0.0784711845633479
177,0.1339847255172806
178,0.0013421265605105
179,0.0566639992377211
180,0.012021787089536
181,0.075012645271984
182,0.0672251839169471
183,0.0149788467385383
184,-0.0241554068114432
185,0.0261327298881234
186,0.1009539059452436
187,0.0729471114917993
188,-0.0569889106025219
189,-0.1100237218761991
190,-0.1212231224333046
191,0.0217475314790065
192,0.0384589087755185
193,-0.1360853608643773
194,-0.034187421389219
195,0.1193816664088743
196,-0.1109103703050277
197,0.1298922234317002
198,0.0989929049553861
199,0.103653663998905
200,-0.0919842043654122
201,0.012961499636118
202,0.0127433240134635
203,0.060322957970188
204,-0.0055902314963238
205,0.0617764272303452
206,0.0827356519069151
207,-0.0733665858823875
208,0.1291497994826672
209,-0.1482721872401856
210,0.1397691338437889
211,-0.0551860035246551
212,-0.0189745106454082
213,-0.0548300581370925
214,0.0109196857167958
215,-0.0558807802539006
216,-0.0152503468338285
217,-0.0242735056179293
218,0.0980155313097103
219,-0.1085171958700262
220,-0.0485644013367421
221,-0.114955813977028
222,0.1422492901953965
223,-0.0506972001799689
224,0.0302635182335389
225,-0.1251993748199537
226,-0.0307777861020197
227,-0.0588327039263645
228,0.0542902122990989
229,0.1309290522822734
230,0.039585355710987
231,0.0344016218409978
232,-0.0087047261217644
233,-0.0157712850417545
234,0.048991131278523
235,0.0105187792379094
236,0.0039595281640566
237,0.035102092344767
238,-0.0020610511691728
239,-0.0953198318796049
240,0.15437839652669
241,0.0543492820226694
242,-0.0204800789443772
243,0.0630595191252281
244,0.1084173315246938
245,0.1918035894443875
246,0.023906006362872
247,-0.017505813598858
248,0.1589388317637673
249,-0.070056532614754
250,-0.1779986680110589
251,-0.0763074437203655
252,-0.0515918645482331
253,-0.1184208786725469
254,-0.0937259708890648
255,0.1763087087861937
256,0.0386561347522349
257,0.0309252517542387
258,0.0496283248370893
259,0.0263120658839899
260,0.0641791926815908
261,-0.150300573019802
262,0.0099991342919353
263,0.0314601141979777
264,0.0786238256393193
265,-0.0912267803600085
266,-0.0713491118348847
267,-0.1065222151799518
268,-0.1360565499816413
269,-0.0124896739349861
270,-0.0383958619462333
271,-0.0559178656851834
272,-0.0825339976451727
273,-0.0475927837491915
274,0.0437776374884326
275,0.1300131255590835
276,0.1266897358787864
277,-0.0226525691203613
278,-0.051560396687753
279,0.057119368423809
280,-0.0382669810508472
281,0.013084587198221
282,-0.0088600431756007
283,-0.170773844365456
284,0.0821626896572319
285,0.007139318746432
286,0.1242557887413751
287,0.0050997879094034
288,-0.1072155327079137
289,0.0497029946584127
290,0.0126469737471414
291,0.1473788859134688
292,-0.0609774326941523
293,0.0578759505973639
294,0.0928488710842951
295,-0.0862728700599049
296,0.1743500217285526
297,0.0727920728694354
298,-0.1345750078880704
299,0.1024735328169531
300,0.1504467275625685
301,0.0900062040207059
302,-0.06632952249635
303,0.0663640692275697
304,-0.0270057217959107
305,0.0088203618033815
306,-0.1442523789512844
307,-0.0527206162960658
308,0.0794044124186152
309,0.0499345758464648
310,0.0042747333986713
311,-0.1585744549286503
312,0.0646185684194237
313,0.0696379129802694
314,0.0619161135446138
315,-0.0327819765138832
316,0.1027722713357946
317,-0.0296970358555124
318,0.0120871447261293
319,0.2139738621882135
320,0.1840819859500286
321,0.1162327188924117
322,0.113612938305513
323,-0.0638678560809982
324,0.1619817858660607
325,-0.0772939229624465
326,0.0911073049589789
327,-0.0830289119415249
328,0.1500809634430577
329,0.0606628625743619
