rep,estimate_log_scale
1,0.1415844623120563
2,0.1065657897766885
3,-0.1029767780866087
4,-0.2829796619144436
5,-0.0056161894518162
6,-0.0270049299834852
7,0.5064602937603178
8,-0.2939311545744584
9,-0.1978821601854243
10,-0.5129432825757168
11,-0.2110882812684251
12,0.6131993984799864
13,-0.1485867190547845
14,0.5546755761481138
15,0.2900424659886064
16,-0.0945717427329007
17,0.2617316475746251
18,0.1291852523356725
19,-0.0541373268593228
20,-0.1252354261119945
21,-0.7342791614080828
22,0.0550312422919375
23,-0.0345567458486868
24,0.1338317597744789
25,-0.193312294187265
26,-0.0395014013489982
27,0.0047700043953028
28,0.0585799302741779
29,-0.0902149919338835
30,-0.4109970904302574
31,0.491438656179638
32,-0.3509133038291528
33,0.281524933052695
34,0.0267737996354838
35,0.0948800138005055
36,-0.1543745255539066
37,-0.070683117481321
38,-0.00753090922969
39,-0.4982124563882484
40,0.6994572516007396
41,-0.0046379959487015
42,0.1779014575220479
43,-0.4467158737483372
44,-0.5020150327959085
45,0.0620234608251006
46,-0.0162505160146941
47,-0.47238452088707
48,-0.0403589563619801
49,0.2666837840990191
50,-0.0375427381378367
51,0.0284901135526171
52,-0.3144524721389461
53,0.2584270124122344
54,-0.0403932370648963
55,0.378412368221001
56,-0.3946254383360197
57,-0.1022542900900759
58,-0.2965474926267845
59,0.3555705698634538
60,0.3718580503259196
61,-0.0022488378606151
62,0.2397663950884869
63,0.1843618220835641
64,0.2753949771233405
65,-0.2478318112879565
66,-0.4563767218230249
67,-0.1986189518512876
68,-0.0226153236222025
69,0.3312265474823972
70,0.4487588343004017
71,0.1042534117754695
72,0.4369134655538044
73,0.425839059993882
74,0.3538237880287696
75,-0.163687625021002
76,0.1504745431843739
77,-0.339625668150808
78,-0.2649248108447318
79,-0.1251950563307952
80,-0.1498732295231731
81,0.154715205493363
82,-0.0016745979423752
83,0.1622678055077917
84,-0.1161484277801624
85,-0.5732997339103689
86,0.2652591647817294
87,0.4418123771704875
88,-0.164836072327553
89,0.2142309808029413
90,0.0462362130395994
91,-0.3478017593646083
92,0.1319533837503677
93,-0.069302348328022
94,-0.41550298184794
95,-0.2932748960243644
96,0.4844071456291228
97,0.2580480740437208
98,-0.4616586120930075
99,0.2414653131305318
100,0.3473995735121036
101,-0.377268264737704
102,-0.4484867486344949
103,-0.123028862066287
104,-0.3187106909819495
105,0.3327513463340785
106,0.0779148032439527
107,0.4211507643869901
108,0.2373138304337777
109,-0.3903655027577223
110,0.0156947488461298
111,0.2129331518852641
112,0.0772981636073728
113,-0.0939501302105871
114,-0.1888196220786364
115,-0.6640875321946382
116,-0.2612982491910619
117,0.0565872317112396
118,-0.0425796559363382
