rep,statistic
1,0.030911169449539568
2,0.0088822825462334
3,-0.020105943410884553
4,0.0010950949975050172
5,0.009642636188787504
6,-0.011605834248713417
7,0.017873009120035657
8,-0.016420355778088726
9,-0.0038583101982536143
10,-0.05481570004117357
11,0.0005407931533645617
12,0.054934518009512844
13,-0.028582929078611426
14,0.017839612392362137
15,0.012983300410729466
16,0.005279208480194178
17,0.02941852154257981
18,0.01366234160173127
19,0.007910089835207561
20,0.01428973590777684
21,-0.029193994309301467
22,-0.020616976139886518
23,-0.019437004381018072
24,-0.0038457109805183592
25,-0.013552299100529778
26,-0.03484141379730445
27,-0.012966593060525828
28,-0.017424332336054935
29,0.011426014054654828
30,-0.02788824151915603
31,0.03713989001763174
32,-0.021503010324552155
33,0.006363252931948001
34,0.02007513663594327
35,-0.005878744160291493
36,-0.018007219414643214
37,0.02407587492212756
38,0.018738851410812565
39,-0.03308510517871155
40,0.04670668328633053
41,-0.01171226127989694
42,0.010474012312650485
43,-0.012755532270091468
44,0.005585426056835445
45,0.009494440468411788
46,0.0006611202669400212
47,-0.01029061485027724
48,0.030686161126221367
49,0.018105306848767724
50,0.013115987751170921
51,0.006636425570940682
52,-0.02124024308699353
53,0.006290716771071445
54,-0.001044471816245986
55,0.023420763140440004
56,-0.004319296087058742
57,0.016834510223386886
58,0.0008154768708621877
59,0.010018280005074433
60,0.005367807183521135
61,-0.000583472689576306
62,0.015227781978207093
63,-0.023869926556604384
64,0.0061418385714006665
65,-0.03378917202754113
66,-0.00013490171790674817
67,0.01920151083162524
68,0.006682771868141257
69,-0.027617423944799557
70,0.0008688110257221352
71,0.0026171288620861753
72,-0.007654087428751226
73,-0.0014338209333008881
74,0.0383112780070723
75,-0.010314307476530933
76,-0.016297292014413513
77,0.009030764861723644
78,-0.014261483019108371
79,0.016471120317415017
80,-0.009598590715960838
81,-0.010679127978122921
82,0.007373085881695303
83,0.0035878550000229105
84,-0.0022662868158802836
85,-0.021319452032081045
86,0.014551327342218262
87,-0.006745993319867075
88,0.029547269782225688
89,0.030926942341683243
90,0.0065381053679385015
91,-0.029419654289944572
92,-0.0060384553542862955
93,0.0011074238772712634
94,-0.0262999129903655
95,-0.020947324692143072
96,0.024902748268833413
97,-0.003596903910111054
98,-0.03662442177998558
99,0.01234985430433993
100,0.026845576109326766
101,-0.02441986387123303
102,-0.009122523929344683
103,0.011802790739855355
104,-0.024149887704566053
105,0.03801527811752447
106,0.024258150883055146
107,-0.002116830438316681
108,0.014321623357797261
109,0.0035332303604027316
110,-0.0028185126605131785
111,-0.019121180598077745
112,0.005629819636846195
113,-0.004840528561197497
114,-0.004750810816702617
115,0.00506638789599102
116,-0.002323250300457151
117,0.02053799918770318
118,-0.005094473987179789
119,0.0008012291537470984
120,-0.011055651602640168
121,-0.016707326765081618
122,0.03821522714422092
123,-0.02737431384600242
124,0.013519059519530866
125,-0.003042103152011203
126,-0.017583624742361453
127,0.013627504561086837
128,-0.04294164512785623
129,0.03395694681346608
130,-0.008549494062241725
131,0.0052285435890435375
132,-0.03775119659004204
133,0.04022875101442865
134,-0.006528594144992123
135,0.0094213631573406
136,0.01100668583171668
137,0.023838836692030727
138,0.0022757075695714756
139,-0.006485845781025548
140,0.0024022909424128848
141,-0.02609243927736855
142,0.005000363941355496
143,0.026655046138377884
144,0.030713002819367174
145,-0.004419066342306852
146,-0.011508013229548291
147,0.005496716733919543
148,-0.017361493917549067
149,0.019729765646266065
150,-0.003794778405140543
151,-0.049888276443740893
152,0.02172872940194006
153,-0.00942133121066634
154,-0.011010152316353604
155,0.012370048302363818
156,0.010825613320966529
157,-0.019532149226401542
158,0.022893064475645805
159,0.015017897815790295
160,0.013046778230255917
161,-0.025760577205312114
162,0.008126909660715902
163,0.0020914954393323826
164,-0.005575314113877208
165,-0.022752679077253136
166,-0.0318590282670433
167,-0.024282443268875725
168,0.01610671477449372
169,-0.027029562981960888
170,0.010861080875470764
171,0.009677485222829692
172,0.002887306956942307
173,0.004802804621932246
174,0.0038624000250331966
175,-0.024958638605735526
176,0.017622589809786555
177,0.019750613247738916
178,0.0015269488926177546
179,0.01941344722618952
180,0.013715716911578668
